window_start,src_ip,flow_count,unique_dst_ips,unique_dst_ports,port_entropy,avg_duration,total_bytes_sent,total_bytes_recv,bytes_per_sec,avg_packet_size,syn_ratio,failed_ratio,flow_rate_per_sec,interval_cv,night_ratio,admin_port_ratio,true_label,true_attack_type
2026-08-10 00:00:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,0.3168488408396533,294,1564,4.9,17.352941176470587,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 00:01:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,16.22385211953796,2201,4486,36.68333333333333,157.28571428571428,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 00:03:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,2.8017984523664525,3122,16501,52.03333333333333,223.07142857142858,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 00:05:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,0.7589292984614259,4110,16082,68.5,373.72727272727275,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 00:14:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,5.403080562365543,6453,33973,107.55,430.26666666666665,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 00:19:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,3.2689419756631173,7975,21501,132.91666666666666,725.0909090909091,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 00:29:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,4.101747899798393,6548,31362,109.13333333333334,595.3636363636364,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 00:32:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,6.26771297417772,5849,11771,97.48333333333333,344.11764705882354,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 00:37:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,1.2524962440648555,795,4337,13.25,66.33333333333333,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 00:41:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,9.525368668776414,307,1806,5.116666666666666,14.0,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 00:45:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,0.5615685072471165,2375,5555,39.583333333333336,237.6,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 00:46:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,7.830976367849578,2725,11589,45.416666666666664,209.69230769230768,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 00:51:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,0.6160124393416059,2942,17515,49.03333333333333,210.21428571428572,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 00:52:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,0.256417002780955,4680,16785,78.0,203.52173913043478,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 00:59:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,5.954976793781192,40,229,0.6666666666666666,2.7333333333333334,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 01:07:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,3.967448757445963,8795,37584,146.58333333333334,549.75,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 01:18:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,1.0095659684354235,40,184,0.6666666666666666,2.411764705882353,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 01:20:00,10.0.0.1,2,2,2,0.9999999999971146,1.1053181385390611,6677,14990,111.28333333333333,162.8780487804878,0.0,0.0,0.03333333333333333,1.0,1.0,0.0,benign,none
2026-08-10 01:22:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,2.3922653418363105,4949,21056,82.48333333333333,260.5263157894737,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 01:37:00,10.0.0.1,2,2,2,0.9999999999971146,8.98139078988002,13106,45380,218.43333333333334,624.1428571428571,0.0,0.0,0.03333333333333333,1.0,1.0,0.0,benign,none
2026-08-10 01:40:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,9.93570824364094,755,3585,12.583333333333334,42.0,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 01:49:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,4.095225123946366,4249,17390,70.81666666666666,236.11111111111111,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 01:54:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,0.05,7056,32604,117.6,415.11764705882354,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 02:05:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,0.7592054294666166,3843,20633,64.05,274.57142857142856,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 02:15:00,10.0.0.1,2,2,2,0.9999999999971146,2.8883608279842568,7406,20897,123.43333333333334,246.9,0.0,0.0,0.03333333333333333,1.0,1.0,0.0,benign,none
2026-08-10 02:25:00,10.0.0.1,2,2,1,-1.4428232973175175e-12,2.2704530116522994,6021,23410,100.35,177.11764705882354,0.5,0.0,0.03333333333333333,1.0,1.0,0.0,benign,none
2026-08-10 02:26:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,6.193735015557382,3263,9319,54.38333333333333,233.14285714285714,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 02:31:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,5.027257266371967,4925,27169,82.08333333333333,273.6666666666667,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 02:40:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,4.2404490131067885,4986,14184,83.1,249.35,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 02:45:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,4.763918046660266,4216,22524,70.26666666666667,383.3636363636364,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 02:47:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,2.459274967674227,2645,8125,44.083333333333336,147.0,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 02:53:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,0.8171158060168351,4018,14817,66.96666666666667,309.15384615384613,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 02:55:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,0.11216520499986007,1193,3777,19.883333333333333,79.6,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 02:56:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,12.564251599631259,7105,41677,118.41666666666667,355.3,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 03:01:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,2.8387011672544076,6325,25453,105.41666666666667,316.3,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 03:05:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,12.723555003935044,4714,20383,78.56666666666666,261.94444444444446,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 03:06:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,8.226841374834992,2042,5710,34.03333333333333,107.52631578947368,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 03:08:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,4.044323993124172,2332,13968,38.86666666666667,155.53333333333333,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 03:15:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,0.3334992828943692,4889,29117,81.48333333333333,181.11111111111111,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 03:24:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,1.2303792086978056,2601,14650,43.35,162.625,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 03:26:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,2.9471880606465906,40,103,0.6666666666666666,4.555555555555555,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 03:31:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,15.395545314583229,3351,14393,55.85,167.6,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 03:43:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,0.5911425954220856,1209,5613,20.15,52.608695652173914,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 03:48:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,4.651442527831559,5609,24301,93.48333333333333,243.91304347826087,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 03:52:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,0.8286430171739043,4226,8649,70.43333333333334,183.7826086956522,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 03:55:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,11.944386736695037,52,156,0.8666666666666667,3.533333333333333,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 03:56:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,3.8194474735217976,3223,19081,53.71666666666667,179.11111111111111,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 03:58:00,10.0.0.1,2,2,2,0.9999999999971146,0.8928902716949043,9741,45504,162.35,347.92857142857144,0.0,0.0,0.03333333333333333,1.0,1.0,0.0,benign,none
2026-08-10 04:05:00,10.0.0.1,3,3,3,1.584962500716828,1.0065511103931457,16610,58913,276.8333333333333,346.0625,0.0,0.0,0.05,0.4999999583333372,1.0,0.0,benign,none
2026-08-10 04:06:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,4.729946623577418,4413,18141,73.55,367.8333333333333,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 04:07:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,5.143395099488463,6069,19536,101.15,433.57142857142856,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 04:15:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,1.9638254937665232,2079,8204,34.65,130.0,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 04:24:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,4.231169396783476,2356,8008,39.266666666666666,214.27272727272728,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 04:25:00,10.0.0.1,2,2,1,-1.4428232973175175e-12,2.0878217837177777,6540,29574,109.0,225.55172413793105,0.5,0.0,0.03333333333333333,1.0,1.0,0.0,benign,none
2026-08-10 04:28:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,9.926533451363998,7330,17111,122.16666666666667,366.55,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 04:32:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,3.7686511650869305,5193,24755,86.55,346.26666666666665,0.0,1.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 04:33:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,8.20174595741437,6082,31797,101.36666666666666,337.94444444444446,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 04:34:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,1.3843369133498467,6140,18311,102.33333333333333,383.8125,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
2026-08-10 04:36:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,4.374794300531795,9247,50549,154.11666666666667,924.8,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none
